,id,year,contracting_authority_official_name,contracting_authority_country,contracting_authority_nut,contracting_authority_main_activity,object_title,object_type,object_description,object_total_value,cpv,award_criteria,procedure_type,url,object_total_value_clean,tenders,group_economic_operator,subcontracting,contractors,contractors_countries,contractors_total_value,award_of_contracts_address,award_of_contracts_town,subcontracting_boolean,contractors_total_value_clean,contractors_clean,cpv_clean
131,125034-2020,2020,Frontex — European Border and Coast Guard Agency,Poland,PL911 Miasto Warszawa,General public services,Framework Contract for Provision of Mobile Surveillance Systems for Frontex Operational Activities,Supplies,,8 000 000.00 EUR,35120000 Surveillance and security systems and devices,Quality criterion - Name: Technical score / Weighting: 0.60,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:125034-2020:TEXT:EN:HTML&src=0,8000000.0,15,yes,NA,"[' Opticoelectron Group JSCo', ' Dat-Con d.o.o.']","[' Bulgaria', ' Slovenia']",8 000 000.00 EUR,"[' Industrial Park ‘Opticoelectron’', ' Cvetlicna ulica 52']","[' Panagyurishte', ' Polzela']",False,8000000.0," Opticoelectron Group JSCo, Dat-Con d.o.o.",Surveillance services
132,086445-2020,2020,European Border and Coast Guard Agency — Frontex,Poland,PL911 Miasto Warszawa,General public services,Remote Assessment of English Language Skills,Services,,200 000.00 EUR,80000000 Education and training services,Quality criterion - Name: Technical merit / Weighting: 60,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:086445-2020:TEXT:EN:HTML&src=0,200000.0,1,no,The contract is likely to be subcontracted,[' The Bridge – English Language Centre s.r.o.'],[' Slovakia'],200 000.00 EUR,NA,[' Ladice'],True,200000.0, The Bridge – English Language Centre s.r.o.,Miscellaneous
133,078764-2020,2020,Frontex,Poland,PL911 Miasto Warszawa,General public services,Framework Contract for Provision of Interpretation and Cultural Expertise Services,Services,,25 000 000.00 EUR,79540000 Interpretation services,Quality criterion - Name: Technical quality / Weighting: 0.6,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:078764-2020:TEXT:EN:HTML&src=0,25000000.0,8,yes,,"[' Centro Informazione e Educazione Allo Sviluppo Onlus', ' Seprotec Traduccion e Intepretacion Sociedad Limitada', "" ITC — Interpreti e Traduttori in Cooperativa Societa' Cooperativa"", ' Solten France Societe a Responsabilite Limitee', ' Synergasia Cooperativa Sociale Onlus', ' Pinpoint Corporate Services Ltd']","[' Italy', ' Spain', ' Italy', ' France', ' Italy', ' United Kingdom']",25 000 000.00 EUR,"[' Via Merulana 198', ' Calle Valle De Alcudia, 3 Edi. Fiteni VIII', ' Via La Spezia 6', ' 13 Bis Avenue de La Motte Picquet', ' Via Della Traspontina 15', ' 90 Longacre Covent Garden']","[' Rome', ' Las Rozas (Madrid)', ' Rome', ' Paris', ' Rome', ' London']",False,25000000.0, Centro Informazione e Educazione Allo Sviluppo Onlus,Interpretation services
134,074109-2020,2020,Frontex,Poland,PL911 Miasto Warszawa,General public services,Testing and Evaluation of a New Copernicus Service: Combined Time/Area Imagery,Services,,500 000.00 EUR,73200000 Research and development consultancy services,"Quality criterion - Name: Rationale, work organisation, suitability of technical means / Weighting: 60",Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:074109-2020:TEXT:EN:HTML&src=0,500000.0,8,no,NA,"[' EDISOFT-Empresa de Servicos e Desenvolvimento de Software, S.A.']",[' Portugal'],253 000.00 EUR,[' Rua Calvet de Magalhaes 245'],[' Paco de Arcos'],False,253000.0," EDISOFT-Empresa de Servicos e Desenvolvimento de Software, S.A.",Miscellaneous
135,572784-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Meteorological and Oceanographic Services,Services,,5 000 000.00 EUR,71351610 Meteorology services,Quality criterion - Name: Project and service management / Weighting: 20,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:572784-2021:TEXT:EN:HTML&src=0,5000000.0,2,no,,[' Meteomatics AG'],[' Switzerland'],916 000.00 EUR,[' Lerchenfeldstrasse 3'],[' St. Gallen'],False,916000.0, Meteomatics AG,Meteorology services
136,572784-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Meteorological and Oceanographic Services,Services,,5 000 000.00 EUR,71351610 Meteorology services,Quality criterion - Name: Project and service management / Weighting: 20,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:572784-2021:TEXT:EN:HTML&src=0,5000000.0,2,yes,,"[' Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici - leader', ' Biblomatica SAC', ' ETT S.P.A.', ' Danmarks Meteorologiske Institut']","[' Italy', ' Spain', ' Italy', ' Denmark']",1 290 000.00 EUR,"[' Via Augusto Imperatore 16', ' Santiago de Compostela 12-4º A', ' Via Sestri 37', ' Lyngbyvej 100']","[' Lecce', ' Bilbao', ' Genova', ' Copenhagen']",False,1290000.0," Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici - leader, Biblomatica SAC, ETT S.P.A., Danmarks Meteorologiske Institut",Meteorology services
137,572781-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Framework Contract for the Supply of Drug and Explosive Detectors,Supplies,,300 000.00 EUR,38544000 Drug detection apparatus,"Quality criterion - Name: Optional technical requirement, additional warranty, delivery time / Weighting: 40",Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:572781-2021:TEXT:EN:HTML&src=0,300000.0,1,no,,[' TUSNOVICS INSTRUMENTS Sp. z o. o.'],[' Poland'],177 900.00 EUR,[' Bociana 4A/49A'],[' Kraków'],False,177900.0, TUSNOVICS INSTRUMENTS Sp. z o. o.,Drug detection apparatus
138,549089-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,"Framework Contract (FWC) for the Supply of Service Weapons (Compact 9x19 mm Semi-Automatic Pistol), Ammunition and Accessories",Supplies,,3 760 000.00 EUR,"35300000 Weapons, ammunition and associated parts",Quality criterion - Name: Quality / Weighting: 50 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:549089-2021:TEXT:EN:HTML&src=0,3760000.0,3,no,NA,[' Glock Ges. m.b.H.'],[' Austria'],3 760 000.00 EUR,[' Gaston Glock-Platz 1'],[' Deutsch-Wagram'],False,3760000.0, Glock Ges. m.b.H.,"Weapons, ammunition and associated parts"
139,548978-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,"Framework Contract (FWC) for the supply of service weapons (compact 9x19 mm semi-automatic pistol), ammunition and accessories",Supplies,,1 240 000.00 EUR,"35300000 Weapons, ammunition and associated parts",Quality criterion - Name: Quality / Weighting: 50 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:548978-2021:TEXT:EN:HTML&src=0,1240000.0,2,yes,NA,"[' Mildat Sp. z o.o.', ' Parasnake Arkadiusz Szewczyk']","[' Poland', ' Poland']",1 240 000.00 EUR,"[' ul. Elektronowa 2', ' ul. Stefana Żeromskiego, nr 30']","[' Warszawa', ' Kielce']",False,1240000.0," Mildat Sp. z o.o., Parasnake Arkadiusz Szewczyk","Weapons, ammunition and associated parts"
140,545963-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Framework Contract for the Provision of Services for Business Content Development Related to the Data Management and Analytics Software Used by FRONTEX,Services,,4 000 000.00 EUR,72300000 Data services,Quality criterion - Name: Technical merit / Weighting: 60,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:545963-2021:TEXT:EN:HTML&src=0,4000000.0,2,no,NA,[' SAS Institute Sp. z o.o.'],[' Poland'],4 000 000.00 EUR,NA,[' Warsaw'],False,4000000.0, SAS Institute Sp. z o.o.,Data services
141,545961-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,Purchase of Service Uniforms,Supplies,,20 000 000.00 EUR,"18100000 Occupational clothing, special workwear and accessories",Quality criterion - Name: Technical quality / Weighting: 60,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:545961-2021:TEXT:EN:HTML&src=0,20000000.0,3,no,,[' Arlen S.A.'],[' Poland'],16 500 000.00 EUR,[' Branickiego 17'],[' Warszawa'],False,16500000.0, Arlen S.A.,Miscellaneous
142,545961-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,Purchase of Service Uniforms,Supplies,,20 000 000.00 EUR,"18100000 Occupational clothing, special workwear and accessories",Quality criterion - Name: Technical quality / Weighting: 60,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:545961-2021:TEXT:EN:HTML&src=0,20000000.0,4,no,NA,[' Arlen S.A.'],[' Poland'],3 500 000.00 EUR,[' Adama Branickiego 17'],[' Warszawa'],False,3500000.0, Arlen S.A.,Miscellaneous
143,520856-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Framework Contract for the Provision of Facility Management-Related Services,Services,,1 500 000.00 EUR,70330000 Property management services of real estate on a fee or contract basis,Quality criterion - Name: Technical merit / Weighting: 60,Award of a contract without prior publication of a call for competition in the Official Journal of the European Union in the cases listed below,https://ted.europa.eu/udl?uri=TED:NOTICE:520856-2021:TEXT:EN:HTML&src=0,1500000.0,2,no,NA,[' Zintegrowane Systemy Techniczne Sp. z o.o.'],[' Poland'],1 500 000.00 EUR,[' Al. Jerozolimskie 212A'],[' Warsaw'],False,1500000.0, Zintegrowane Systemy Techniczne Sp. z o.o.,Property management services of real estate on a fee or contract basis
144,520855-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL Polska,Public order and safety,Provision of Cleaning Services for FRONTEX,Services,,600 000.00 EUR,"90000000 Sewage, refuse, cleaning and environmental services",Quality criterion - Name: Technical criteria indicated in the Tender Specifications / Weighting: 0.7,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:520855-2021:TEXT:EN:HTML&src=0,600000.0,2,no,NA,[' DC System Sp. z o.o.'],[' Poland'],600 000.00 EUR,NA,[' Warsaw'],False,600000.0, DC System Sp. z o.o.,Repair and maintenance
145,520854-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL Polska,Public order and safety,Provision of FRONTEX Corporate Calendars,Supplies,,250 000.00 EUR,22000000 Printed matter and related products,Quality criterion - Name: Technical award criteria indicated in the Tender Specifications / Weighting: 0.6,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:520854-2021:TEXT:EN:HTML&src=0,250000.0,2,no,NA,"[' ARCH s.c. Miroslawa Nowicka, Marek Nowicki']",[' Poland'],250 000.00 EUR,[' Obroki 130'],[' Katowice'],False,250000.0," ARCH s.c. Miroslawa Nowicka, Marek Nowicki",Office supply
146,415069-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,FWC for Provision of SARS-CoV-2 Testing and Close Contacts Tracing,Services,,6 306 000.00 EUR,85140000 Miscellaneous health services,Quality criterion - Name: Quality / Weighting: 60 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:415069-2021:TEXT:EN:HTML&src=0,6306000.0,3,no,,[' ALAB laboratoria Sp. z o.o.'],[' Poland'],6 254 000.00 EUR,[' Stępińska 22/30'],[' Warsaw'],False,6254000.0, ALAB laboratoria Sp. z o.o.,Miscellaneous
147,415069-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,Defence,FWC for Provision of SARS-CoV-2 Testing and Close Contacts Tracing,Services,,6 306 000.00 EUR,85140000 Miscellaneous health services,Quality criterion - Name: Quality / Weighting: 60 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:415069-2021:TEXT:EN:HTML&src=0,6306000.0,1,no,NA,[' Petra Medica Sp. z o.o.'],[' Poland'],52 000.00 EUR,[' Grochowska 166'],[' Warsaw'],False,52000.0, Petra Medica Sp. z o.o.,Miscellaneous
148,395424-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Frontex Surveillance Aircraft Services for Border and Coast Guard Functions (FSA I),Services,,53 600 000.00 EUR,60440000 Aerial and related services,Quality criterion - Name: Compliance to technical requirements / Weighting: 100,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:395424-2021:TEXT:EN:HTML&src=0,53600000.0,5,no,The contract is likely to be subcontracted,[' DEA Aviation'],[' United Kingdom'],53 600 000.00 EUR,[' Retford Gamston Airport'],[' Retford'],True,53600000.0, DEA Aviation,Transport services
149,395424-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Frontex Surveillance Aircraft Services for Border and Coast Guard Functions (FSA I),Services,,53 600 000.00 EUR,60440000 Aerial and related services,Quality criterion - Name: Compliance to technical requirements / Weighting: 100,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:395424-2021:TEXT:EN:HTML&src=0,53600000.0,5,yes,NA,"[' EASP Air BV', ' 2. Scotty Group Austria GmbH', ' 2Excel Aviation Ltd']","[' Netherlands', ' Austria', ' United Kingdom']",53 600 000.00 EUR,"[' Thermiekstraat 52', ' Teslastrasse 4', ' Sywell Aerodrome']","[' Schiphol', ' Grambach', ' Sywell']",False,53600000.0," EASP Air BV, 2. Scotty Group Austria GmbH, 2Excel Aviation Ltd",Transport services
150,395423-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Frontex Surveillance Aircraft Services for Border and Coast Guard Functions (FSA I),Services,,30 900 000.00 EUR,60440000 Aerial and related services,Quality criterion - Name: Compliance to technical requirements / Weighting: 100,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:395423-2021:TEXT:EN:HTML&src=0,30900000.0,5,no,The contract is likely to be subcontracted,[' DEA Aviation'],[' United Kingdom'],30 900 000.00 EUR,[' Retford Gamston Airport'],[' Retford'],True,30900000.0, DEA Aviation,Transport services
151,395423-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Frontex Surveillance Aircraft Services for Border and Coast Guard Functions (FSA I),Services,,30 900 000.00 EUR,60440000 Aerial and related services,Quality criterion - Name: Compliance to technical requirements / Weighting: 100,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:395423-2021:TEXT:EN:HTML&src=0,30900000.0,5,yes,,"[' EASP Air BV', ' 2. Scotty Group Austria GmbH', ' 2Excel Aviation Ltd']","[' Netherlands', ' Austria', ' United Kingdom']",30 900 000.00 EUR,"[' Thermiekstraat 52', ' Teslastrasse 4', ' Sywell Aerodrome']","[' Schiphol', ' Grambach', ' Sywell']",False,30900000.0," EASP Air BV, 2. Scotty Group Austria GmbH, 2Excel Aviation Ltd",Transport services
152,395423-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Frontex Surveillance Aircraft Services for Border and Coast Guard Functions (FSA I),Services,,30 900 000.00 EUR,60440000 Aerial and related services,Quality criterion - Name: Compliance to technical requirements / Weighting: 100,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:395423-2021:TEXT:EN:HTML&src=0,30900000.0,5,no,The contract is likely to be subcontracted,[' ISR Support Europe BV'],[' Netherlands'],30 900 000.00 EUR,[' Thermiekstraat 158'],[' Schiphol'],True,30900000.0, ISR Support Europe BV,Transport services
153,330048-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,FWC for Map Production Services,Services,,4 000 000.00 EUR,79900000 Miscellaneous business and business-related services,Quality criterion - Name: As stated in the procurement documents / Weighting: 60 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:330048-2021:TEXT:EN:HTML&src=0,4000000.0,12,yes,,"[' ITHACA — Information Technology for Humanitarian Assistance, Cooperation and Action', ' ITHACA S.R.L.', ' Politecnico DI Torino', ' Freytag – Berndt und Artaria Kommanditgesellschaft Kartographische Anstalt', ' Epsilon Malta Ltd', ' GEO4MAP S.R.L.', ' Karšu izdevniecība Jāņa sēta SIA']","[' Italy', ' Italy', ' Italy', ' Austria', ' Malta', ' Italy', ' Latvia']",4 000 000.00 EUR,"[' Via Pier Carlo Boggio 61', ' Via Pier Carlo Boggio 61', ' Corso Duca degli Abruzzi 24', ' Brunner Straße 69', ' Tower Business Centre, Tower Street, 2nd Floor', ' Via Leonardo da Vinci 18', ' Krasta iela 105a']","[' Torino', ' Torino', ' Torino', ' Wien', ' Swatar', ' Novara', ' Riga']",False,4000000.0," ITHACA — Information Technology for Humanitarian Assistance, Cooperation and Action, ITHACA S.R.L., Politecnico DI Torino, Freytag – Berndt und Artaria Kommanditgesellschaft Kartographische Anstalt, Epsilon Malta Ltd, GEO4MAP S.R.L., Karšu izdevniecība Jāņa sēta SIA",Business services
154,295695-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Framework Contract for the Development of ICT Software Solution for EBCG Team Members Access to Schengen Information System (A2SISII),Services,,5 000 000.00 EUR,"72000000 IT services: consulting, software development, Internet and support","Quality criterion - Name: Maintenance approach, software development and configuration management and testing approach, software development methodology, risks management, schedules. / Weighting: 60",Restricted procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:295695-2021:TEXT:EN:HTML&src=0,5000000.0,2,yes,NA,"[' Sopra Steria Benelux SA/NV', ' Idemia Identity and Security France SAS']","[' Belgium', ' France']",5 000 000.00 EUR,"[' Avenue Arnaud Fraiteur 15-23', ' Place Samuel de Champlain 2']","[' Brussels', ' Courbevoie']",False,5000000.0," Sopra Steria Benelux SA/NV, Idemia Identity and Security France SAS",Software
155,283535-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Framework Contract for Provision of Personal Protective Equipment (PPE) and Sanitary Items,Supplies,,60 580 000.00 EUR,"33000000 Medical equipments, pharmaceuticals and personal care products",Quality criterion - Name: As stated in the procurement documents / Weighting: 60 %,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:283535-2021:TEXT:EN:HTML&src=0,60580000.0,4,no,,"[' IGEFA Handelsgesellschaft mbH & Co. KG', ' International SOS Europe Government Services S.R.L.', ' Kronosan S.R.L.', ' N.B.C. System S.R.L.', ' BLS S.R.L.']","[' Germany', ' Belgium', ' Italy', ' Italy', ' Italy']",60 580 000.00 EUR,"[' Henry-Kruse-Strasse 1', ' Heyzel Esplanade 1, b007', ' VIA Vecchia Corriera 11', ' Localita Volparo snc', ' via Pietro Maroncelli 17']","[' Blumberg', ' Brussels', ' Cotignola (Ravenna)', ' Blera (VT)', ' Milano']",False,60580000.0," IGEFA Handelsgesellschaft mbH & Co. KG, International SOS Europe Government Services S.R.L., Kronosan S.R.L., N.B.C. System S.R.L., BLS S.R.L.","Medical equipments, pharmaceuticals and personal care products"
156,234545-2021,2021,European Border and Coast Guard Agency (FRONTEX),Poland,PL911 Miasto Warszawa,General public services,Purchase of Drones and Payloads,Supplies,,2 000 000.00 EUR,35125000 Surveillance system,Price,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:234545-2021:TEXT:EN:HTML&src=0,2000000.0,12,yes,NA,"[' NaviGate Sp. z o.o.', ' Aviation Technik Sp. z o.o.']","[' Poland', ' Poland']",2 000 000.00 EUR,"[' Wadowicka 8a', ' Jagiellonska 69/2']","[' Krakow', ' Bydgoszcz']",False,2000000.0," NaviGate Sp. z o.o., Aviation Technik Sp. z o.o.",Surveillance system
157,174119-2021,2021,European Border and Coast Guard Agency (Frontex),Poland,PL911 Miasto Warszawa,General public services,Provision of Research and Innovation Assistance and Advisory Services,Services,,4 500 000.00 EUR,73000000 Research and development services and related consultancy services,Quality criterion - Name: Technical merit / Weighting: 70,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:174119-2021:TEXT:EN:HTML&src=0,4500000.0,2,yes,,"[' PWC – Pricewaterhousecoopers EU Services EESV', ' ISDEFE – Ingenieria Sistemas Para la Defensa de Espana']","[' Belgium', ' Spain']",700 000.00 EUR,"[' Woluwedal 18', ' 3, Beatriz de Bobadilla Street']","[' Sint-Stevens-Woluwe', ' Madrid']",False,700000.0," PWC – Pricewaterhousecoopers EU Services EESV, ISDEFE – Ingenieria Sistemas Para la Defensa de Espana",Research and development services and related consultancy services
158,174119-2021,2021,European Border and Coast Guard Agency (Frontex),Poland,PL911 Miasto Warszawa,General public services,Provision of Research and Innovation Assistance and Advisory Services,Services,,4 500 000.00 EUR,73000000 Research and development services and related consultancy services,Quality criterion - Name: Technical merit / Weighting: 70,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:174119-2021:TEXT:EN:HTML&src=0,4500000.0,4,yes,,"[' Deloitte — Deloitte Consulting and Advisory CVBA', ' PWC – Pricewaterhousecoopers EU Services EESV', ' EPRD consortium – Office for Economic Policy and Regional Development']","[' Belgium', ' Belgium', ' Poland']",2 400 000.00 EUR,"[' Luchthaven Brusset Nationaal 1J', ' Woluwedal 18', ' Szkolna Street, No 36 A']","[' Zaventem', ' Sint-Stevens-Woluwe', ' Kielce']",False,2400000.0," Deloitte — Deloitte Consulting and Advisory CVBA, PWC – Pricewaterhousecoopers EU Services EESV, EPRD consortium – Office for Economic Policy and Regional Development",Research and development services and related consultancy services
159,174119-2021,2021,European Border and Coast Guard Agency (Frontex),Poland,PL911 Miasto Warszawa,General public services,Provision of Research and Innovation Assistance and Advisory Services,Services,,4 500 000.00 EUR,73000000 Research and development services and related consultancy services,Quality criterion - Name: Technical merit / Weighting: 70,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:174119-2021:TEXT:EN:HTML&src=0,4500000.0,1,no,NA,[' PWC — Pricewaterhousecoopers EU Services EESV'],[' Belgium'],1 400 000.00 EUR,[' 1932'],[' Sint-Stevens-Woluwe'],False,1400000.0, PWC — Pricewaterhousecoopers EU Services EESV,Research and development services and related consultancy services
160,170109-2021,2021,Frontex,Poland,PL Polska,Public order and safety,Purchase of Multifunctional Scanning Peripherals,Supplies,,1 000 000.00 EUR,35120000 Surveillance and security systems and devices,Quality criterion - Name: Technical award criteria indicated in the tender specifications / Weighting: 0.4,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:170109-2021:TEXT:EN:HTML&src=0,1000000.0,5,no,,[' Jas Technologie Sp z oo'],[' Poland'],350 000.00 EUR,[' Tomcia Palucha 14/47'],[' Warsaw'],False,350000.0, Jas Technologie Sp z oo,Surveillance services
161,158704-2021,2021,Frontex,Poland,PL911 Miasto Warszawa,General public services,Leasing or Long-term Lease of Vehicles and Associated Services for Frontex Operational Activities,Supplies,,5 000 000.00 EUR,34110000 Passenger cars,Quality criterion - Name: Delivery lead time / Weighting: 30,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:158704-2021:TEXT:EN:HTML&src=0,5000000.0,3,yes,,"[' Dom Volvo Car Sp. z o.o.', ' Mleasing Sp. z o.o.']","[' Poland', ' Poland']",3 500 000.00 EUR,"[' Puławska 558/560', ' Skorupki 5']","[' Warsaw', ' Warsaw']",False,3500000.0," Dom Volvo Car Sp. z o.o., Mleasing Sp. z o.o.",Passenger cars
162,158704-2021,2021,Frontex,Poland,PL911 Miasto Warszawa,General public services,Leasing or Long-term Lease of Vehicles and Associated Services for Frontex Operational Activities,Supplies,,5 000 000.00 EUR,34110000 Passenger cars,Quality criterion - Name: Delivery lead time / Weighting: 30,Open procedure,https://ted.europa.eu/udl?uri=TED:NOTICE:158704-2021:TEXT:EN:HTML&src=0,5000000.0,2,yes,NA,"[' Dom Volvo Car Sp. z o.o.', ' Mleasing Sp. z o.o.']","[' Poland', ' Poland']",1 500 000.00 EUR,"[' Puławska 558/560', ' Skorupki 5']","[' Warsaw', ' Warsaw']",False,1500000.0," Dom Volvo Car Sp. z o.o., Mleasing Sp. z o.o.",Passenger cars
